ANO;MES;ID;TIPOEDIFICIO;EDIFICIO;DIRECCION;DISTRITO;BARRIO;COORDENADA-X;COORDENADA-Y;LONGITUD;LATITUD;SENSOR;TIPO;CLASE;GRUPO;UNIDADES;CONSUMO
2020;9;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Gas;Externo;Gas;Gas;m3;0,2
2020;9;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBER�;VALLEHERMOSO;43.988.449.311.509.900;4.476.723.648.591.680;-3.708.818;40.438.988;AMCPCMOYANO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;0
2020;9;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS-CANILLEJAS;HELL�N;4.480.080.569.554.040;4.475.522.171.258.500;-36.129.409.074.783;404.287.119.519.523;acciona_sanblas;telemedida;Energia activa; ;kWh;96927
2020;9;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energia activa;Ninguno;kWh;43708
2020;9;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Gas_Piscina;Externo;Gas;Ninguno;m3;10406
2020;9;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VIC�LVARO;CASCO H.VIC�LVARO;44.714.274.525.532.700;4.472.794.847.606.420;-3.622.915;40.404.088;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;475
2020;9;2258;Centros culturales y bibliotecas;Biblioteca Ana Mar�a Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;SAN ISIDRO;4.388.739.152.282.310;4.472.154.355.839.190;-37.202.936.410.904;403.977.521.494.866;AMBIBAMMATUTE_General;Externo;Energia activa;Activa Interruptor Gral;kWh;11848
2020;9;2258;Centros culturales y bibliotecas;Biblioteca Ana Mar�a Matute;CALLE ISAAC ALBENIZ, 1 28019 MADRID;CARABANCHEL;SAN ISIDRO;4.388.739.152.282.310;4.472.154.355.839.190;-37.202.936.410.904;403.977.521.494.866;AMBIBAMMATUTE_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;29
2020;9;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;35898
2020;9;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Gas_Piscina;Externo;Gas;Ninguno;m3;2846
2020;9;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;SAN JUAN BAUTISTA;4.441.429.131.870.390;447.772.992.504.591;-3.658.699;4.044.835;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;24046
2020;9;2204;Centros culturales y bibliotecas;Biblioteca Mar�a Lej�rraga;CALLE PRINCESA DE EBOLI, 29 28050 MADRID;HORTALEZA;VALDEFUENTES;44.446.159.650.538.600;4.482.377.506.948.950;-3.655.348;40.490.239;AMBIBMLEJARRAGA_Electricidad_General* 0,1444;Procesado;Energia activa;Ninguno;kWh;5973,106
2020;9;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;5961
2020;9;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Gas_General;Externo;Gas;Gas;m3;1,5
2020;9;1526;Centros culturales y bibliotecas;Biblioteca Jos� Hierro;CALLE MARIA SEVILLA DIAGO, 15 28022 MADRID;SAN BLAS-CANILLEJAS;ROSAS;44.821.429.718.579.900;4.476.029.816.700.760;-3.610.551;40.433.298;AMBIBJHIERRO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;773
2020;9;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;9911
2020;9;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Gas_General;Externo;Gas;Gas;m3;0
2020;9;2178;Centros culturales y bibliotecas;Biblioteca �ngel Gonz�lez;CALLE GRANJA DE TORREHERMOSA, 1 28024 MADRID;LATINA;ALUCHE;434.962.847.390.704;4.472.100.214.207.930;-37.663.713.097.572;403.969.681.670.062;AMBIBAGONZALEZ_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;5066
2020;9;1933;Centros deportivos;CDM La Elipa;CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID;MORATALAZ;MEDIA LEGUA;4.443.432.511.138.060;44.740.452.603.394.800;-3.656.014;4.041.517;AMCDMELIPAFUTBOL7_Gas_Futbol;Externo;Gas;Gas;m3;354,1
2020;9;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia activa;Activa Contador Gral - Bus;kWh;20220
2020;9;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL-EL PARDO;LA PAZ;44.118.352.695.258.400;4.481.081.647.676.390;-36.939.060.688.019;404.783.396.017.234;acciona_vicentedelbosque;telemedida;Energia reactiva;Reactiva tarifa 3.1A;kVAr;425
2020;9;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_CT_General;Externo;Energia activa;Activa Interruptor Gral;kWh;51936
2020;9;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_Gas_Piscina;Externo;Gas;Gas;m3;9324
2020;9;1114;Centros deportivos;CDM Plata y Casta�ar;PASEO PLATA Y CASTA�AR, 7 28021 MADRID;VILLAVERDE;VILLAVERDE ALTO;43.902.711.412.793.100;4.466.911.159.871.560;-3.717.987;4.035.053;AMCDMPLATYCAST_CT_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;2451
2020;9;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;7572
2020;9;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Gas_General;Externo;Gas;Gas;m3;1653
2020;9;1971;Centros deportivos;CDM �ngel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;PALOMERAS BAJAS;44.398.725.916.231.700;4.471.411.867.181.660;-3.659.978;40.391.423;AMCDMPVALLECASINV_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1217
2020;9;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISCINA_CT2_Red - AMCDMGALLURFUTBOL_Red;Procesado;Energia activa;Activa Interruptor Gral;kWh;22586
2020;9;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISCINA_Gas_Piscina;Externo;Gas;Gas;m3;0
2020;9;1140;Centros deportivos;CDM Gallur;CALLE GALLUR, 2 28047 MADRID;LATINA;LOS C�RMENES;4.374.864.060.065.610;4.472.283.699.115.350;-37.366.551.160.812;403.988.143.311.267;AMCDMGALLURPISTA_Gas_Pista;Externo;Gas;Gas;m3;NO DATA
2020;9;941;Centros culturales y bibliotecas;Biblioteca Mario Vargas Llosa;CALLE BARCELO, 4 28004 MADRID;CENTRO;JUSTICIA;4.406.745.473.231.480;4.475.361.068.678.350;-3.699.376;4.042.677;AMBIBMVLLOSA_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;8120
2020;9;941;Centros culturales y bibliotecas;Biblioteca Mario Vargas Llosa;CALLE BARCELO, 4 28004 MADRID;CENTRO;JUSTICIA;4.406.745.473.231.480;4.475.361.068.678.350;-3.699.376;4.042.677;AMBIBMVLLOSA_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;3767
2020;9;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;1914,1
2020;9;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Gas;Externo;Gas;Gas;m3;148,2
2020;9;177;Centros escolares;CEIP V�zquez de Mella;CALLE BAILEN, 18 28005 MADRID;CENTRO;PALACIO;4.394.178.231.475.450;447.374.283.093.326;-37.140.360.474.586;404.121.016.245.246;CEIPVazquezmella_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;-1913,5
2020;9;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;32775
2020;9;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Gas_General;Externo;Gas;Ninguno;m3;6505,4
2020;9;1692;Centros deportivos;CDM Barajas;AVENIDA LOGRO�O, 70 28042 MADRID;BARAJAS;ALAMEDA DE OSUNA;4.502.144.396.380.470;4.479.338.629.992.640;-358.723;40.463.228;AMCDMBARAJAS_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;4434
2020;9;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;15303
2020;9;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Gas_Piscina_Pabellon;Externo;Gas;Ninguno;m3;613,6
2020;9;1656;Centros deportivos;CDM Alberto Garc�a;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;ENTREV�AS;4.442.364.482.510.860;4.469.239.865.980.890;-3.656.852;40.371.873;AMCDMALBERTOG_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;15
2020;9;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;27703
2020;9;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Gas_General;Externo;Gas;Ninguno;m3;5952
2020;9;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETU�N;BERRUGUETE;4.404.722.923.220.570;4.478.976.841.298.870;-3.702.099;40.459.328;AMCDMPVICTORIA_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1133
2020;9;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;6797
2020;9;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Gas;Externo;Gas;Gas;m3;0
2020;9;278;Centros escolares;CEIP Concepci�n Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;COMILLAS;43.931.931.764.681.000;4.472.127.856.031.740;-3.715.043;40.397.546;AMCPCONARENAL_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;1764
2020;9;1131;Centros mixtos;Palacio Cibeles;PLAZA CIBELES, 1 28014 MADRID;RETIRO;LOS JER�NIMOS;4.412.940.651.693.430;4.474.471.087.165.670;-36.919.909.715.652;404.187.965.631.925;AMCIBELES_Trafo_1 + AMCIBELES_Trafo_2 + AMCIBELES_Trafo_3 + AMCIBELES_Trafo_4 + AMCIBELES_General_Fase2;Procesado;Energia activa;Activa Contador Gral - Bus;kWh;224059
2020;9;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;6689
2020;9;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Gas;Externo;Gas;Gas;m3;1291,5
2020;9;247;Centros escolares;CEIP Residencia San Ildefonso;CALLE ALFONSO VI, 1 28005 MADRID;CENTRO;PALACIO;43.958.060.047.495.800;4.473.834.011.454.200;-371.212.631.464;404.129.348.523.462;ResidenciaSanildefonso_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;2202
2020;9;1082;Centros administrativos;JMD Fuencarral;AVENIDA MONFORTE DE LEMOS, 40 28029 MADRID;FUENCARRAL-EL PARDO;EL PILAR;43.984.257.074.066.200;4.481.114.664.624.740;-37.097.284.197.807;404.785.409.720.142;AMLAVAGUADACT_Junta_Distrito;Externo;Energia activa;Ninguno;kWh;6682,8
2020;9;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;IMPERIAL;43.912.192.373.090.300;4.473.233.905.537.080;-37.174.746.394.157;404.074.954.036.895;AMCDMSAMARANCH_General_BT;Externo;Energia activa; ;kWh;29997
2020;9;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;IMPERIAL;43.912.192.373.090.300;4.473.233.905.537.080;-37.174.746.394.157;404.074.954.036.895;AMCDMSAMARANCH_Gas;Externo;Gas;Gas;m3;5966
2020;9;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_GeneralBT;Externo;Energia activa;Activa Interruptor Gral;kWh;24608
2020;9;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_Gas;Externo;Gas;Gas;m3;6671
2020;9;1987;Centros deportivos;Pabell�n Jes�s Roll�n;CALLE AVENA, 11 28026 MADRID;USERA;ZOFIO;43.928.011.438.250.000;4.469.746.126.370.900;-37.152.779.102.325;403.760.873.422.678;AMPJESUSROLLAN_GeneralBT;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;1052
2020;9;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;18972
2020;9;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Gas;Externo;Gas;Gas;m3;0
2020;9;1033;Centros culturales y bibliotecas;Centro de Mayores San Francisco;CALLE JERTE, 3 (ENTRADA POR CALLE SAN BUENAVENTURA, 3) 28005 MADRID;CENTRO;PALACIO;4.393.359.244.252.930;4.473.634.380.469.550;-3.714.990.913.868;404.111.186.882.429;CentromayoresSanfrancisco_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;7556,9
2020;9;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;UNIVERSIDAD;4.402.305.536.941.150;4.475.371.558.204.030;-37.046.107.649.803;404.268.327.144.929;CEIPPiiMargall_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;1554,4
2020;9;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;UNIVERSIDAD;4.402.305.536.941.150;4.475.371.558.204.030;-37.046.107.649.803;404.268.327.144.929;CEIPPiiMargall_Gas;Externo;Gas;Gas;m3;0,5
2020;9;209;Centros escolares;CEIP Pi i Margall;PLAZA DOS DE MAYO, 2 28004 MADRID;CENTRO;UNIVERSIDAD;4.402.305.536.941.150;4.475.371.558.204.030;-37.046.107.649.803;404.268.327.144.929;CEIPPiiMargall_Electricidad;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;-1392,8
2020;9;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;CASCO H.VALLECAS;4.471.430.477.203.580;44.698.856.444.906.000;-362.267;4.037.788;AMBIBGDIEGO_Electricidad_General;Externo;Energia activa;Activa Interruptor Gral;kWh;5146
2020;9;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;CASCO H.VALLECAS;4.471.430.477.203.580;44.698.856.444.906.000;-362.267;4.037.788;AMBIBGDIEGO_Gas_General;Externo;Gas;Gas;m3;0
2020;9;1208;Centros culturales y bibliotecas;Biblioteca Gerardo Diego;CALLE MONTE AYA, 12 28031 MADRID;VILLA DE VALLECAS;CASCO H.VALLECAS;4.471.430.477.203.580;44.698.856.444.906.000;-362.267;4.037.788;AMBIBGDIEGO_Electricidad_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;104
2020;9;20;Centros culturales y bibliotecas;Biblioteca P�o Baroja;CALLE ARGANDA, 12 28005 MADRID;ARGANZUELA;ACACIAS;439.946.873.359.263;4.472.423.861.704.340;-37.076.765.298.843;404.002.580.548.243;AMBIBPIOBAROJA_General;Externo;Energia activa;Activa Interruptor Gral;kWh;6092
2020;9;20;Centros culturales y bibliotecas;Biblioteca P�o Baroja;CALLE ARGANDA, 12 28005 MADRID;ARGANZUELA;ACACIAS;439.946.873.359.263;4.472.423.861.704.340;-37.076.765.298.843;404.002.580.548.243;AMBIBPIOBAROJA_Gas_General;Externo;Gas;Gas;m3;0
2020;9;20;Centros culturales y bibliotecas;Biblioteca P�o Baroja;CALLE ARGANDA, 12 28005 MADRID;ARGANZUELA;ACACIAS;439.946.873.359.263;4.472.423.861.704.340;-37.076.765.298.843;404.002.580.548.243;AMBIBPIOBAROJA_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;2839
2020;9;702;Centros culturales y bibliotecas;Biblioteca Pablo Neruda;CALLE ASCAO, 4 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;445.565.184.828.011;4.475.620.001.964.050;-3.641.747;40.429.437;AMBIBPABLONERUDA_Gas_General*0,72;Procesado;Gas;Gas;m3;0
2020;9;702;Centros culturales y bibliotecas;Biblioteca Pablo Neruda;CALLE ASCAO, 4 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;445.565.184.828.011;4.475.620.001.964.050;-3.641.747;40.429.437;AMBIBPABLONERUDA_Electricidad_General-AMBIBPABLONERUDA_Centro_Dia;Procesado;Energia activa;Ninguno;kWh;12033,1
2020;10;1937;Centros deportivos;CDM Luis Aragon�s;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;CANILLAS;44.672.193.157.318.300;4.479.594.566.444.300;-3.628.444;40.465.317;AMCDMLARAGONESVERANO_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;39000
2020;10;1937;Centros deportivos;CDM Luis Aragon�s;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;CANILLAS;44.672.193.157.318.300;4.479.594.566.444.300;-3.628.444;40.465.317;AMCDMLARAGONESVERANO_Gas_General;Externo;Gas;Ninguno;m3;14009,1
2020;10;1937;Centros deportivos;CDM Luis Aragon�s;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;CANILLAS;44.672.193.157.318.300;4.479.594.566.444.300;-3.628.444;40.465.317;AMCDMLARAGONESVERANO_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;5066
2020;10;1918;Centros deportivos;CDM Cerro Almod�var;CALLE CERRO DE ALMODOVAR, 9 28007 MADRID;VILLA DE VALLECAS;SANTA EUGENIA;4.488.387.331.292.700;4.470.403.717.932.470;-3.602.737;40.382.653;AMCDMCALMODOVARCT_Interruptor_General;Externo;Energia activa;Ninguno;kWh;35242
2020;10;1918;Centros deportivos;CDM Cerro Almod�var;CALLE CERRO DE ALMODOVAR, 9 28007 MADRID;VILLA DE VALLECAS;SANTA EUGENIA;4.488.387.331.292.700;4.470.403.717.932.470;-3.602.737;40.382.653;AMCDMCALMODOVARCT_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.1A;kVAr;2022
2020;10;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;44.583.939.538.668.300;4.475.685.173.374.120;-363.852;40.430.042;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;29520
2020;10;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;44.583.939.538.668.300;4.475.685.173.374.120;-363.852;40.430.042;AMCDMPUEBLONUEVO_Gas_general;Externo;Gas;Ninguno;m3;8355,6
2020;10;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;PUEBLO NUEVO;44.583.939.538.668.300;4.475.685.173.374.120;-363.852;40.430.042;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energia reactiva;Reactiva tarifa 3.0A;kVAr;13138
2020;10;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;PALOS DE MOGUER;44.098.711.269.892.400;44.726.821.351.582.500;-36.954.429.745.674;404.026.590.845.045;AMCDIARGANZUELA_Contador_Electricidad;Externo;Energia activa;Activa Contador Gral - Bus;kWh;71042
2020;10;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;PALOS DE MOGUER;44.098.711.269.892.400;44.726.821.351.582.500;-36.954.429.745.674;404.026.590.845.045;AMCDIARGANZUELA_Contador_Gas;Externo;Gas;Gas;m3;7387,3
2020;10;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;PALOS DE MOGUER;44.098.711.269.892.400;44.726.821.351.582.500;-36.954.429.745.674;404.026.590.845.045;AMCDIARGANZUELA_Contador_Electricidad;Externo;Energia reactiva;Reactiva tarifa 6.1A;kVAr;19950
2020;10;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;AP�STOL SANTIAGO;4.446.833.187.308.760;4.481.107.056.204.390;-3.652.621;40.478.809;AMCDMHORTALEZACT_Interruptor_General;Externo;Energia activa;Activa Interruptor Gral;kWh;21639
